State,All,Tornado,Wind,Hail,Year,Month
5,119,16,37,66,4,7
6,14,2,12,0,4,7
7,3,0,3,0,4,7
8,48,2,45,1,4,7
9,401,4,391,6,4,7
11,34,0,29,5,4,7
12,76,10,53,13,4,7
13,41,5,31,5,4,7
14,20,3,9,8,4,7
15,157,2,106,49,4,7
16,58,4,50,4,4,7
17,20,0,19,1,4,7
18,24,0,13,11,4,7
19,60,0,53,7,4,7
20,18,6,12,0,4,7
21,85,9,65,11,4,7
22,80,1,35,44,4,7
23,21,0,20,1,4,7
24,92,6,73,13,4,7
25,64,2,61,1,4,7
26,99,1,48,50,4,7
27,11,0,11,0,4,7
28,15,0,8,7,4,7
29,19,3,16,0,4,7
30,20,1,17,2,4,7
31,124,9,93,22,4,7
32,256,3,240,13,4,7
33,62,3,34,25,4,7
34,139,20,107,12,4,7
35,81,0,69,12,4,7
36,2,0,0,2,4,7
37,182,12,152,18,4,7
38,6,2,4,0,4,7
39,167,7,160,0,4,7
40,65,5,21,39,4,7
41,171,3,164,4,4,7
42,71,3,56,12,4,7
43,36,1,33,2,4,7
44,14,0,8,6,4,7
45,97,0,83,14,4,7
46,1,0,1,0,4,7
47,105,0,93,12,4,7
48,77,0,57,20,4,7
49,15,0,11,4,4,7
0,6,0,6,0,3,8
2,45,1,37,7,3,8
3,11,0,11,0,3,8
4,5,0,5,0,3,8
5,1,0,1,0,3,8
7,1,0,1,0,3,8
8,32,11,21,0,3,8
9,5,0,5,0,3,8
11,14,0,13,1,3,8
12,42,1,31,10,3,8
13,7,0,7,0,3,8
14,33,0,3,30,3,8
15,60,0,36,24,3,8
16,3,0,3,0,3,8
17,6,0,6,0,3,8
19,4,0,2,2,3,8
20,3,0,3,0,3,8
21,23,0,13,10,3,8
22,10,0,2,8,3,8
23,4,0,4,0,3,8
24,11,0,7,4,3,8
25,36,0,36,0,3,8
26,19,0,7,12,3,8
27,6,0,6,0,3,8
28,9,0,7,2,3,8
29,1,0,1,0,3,8
30,5,1,4,0,3,8
31,37,2,33,2,3,8
32,10,1,9,0,3,8
33,6,0,0,6,3,8
34,12,1,11,0,3,8
35,6,0,4,2,3,8
36,4,0,4,0,3,8
37,6,0,6,0,3,8
39,2,1,1,0,3,8
40,9,0,3,6,3,8
41,10,0,10,0,3,8
42,45,0,32,13,3,8
43,11,0,11,0,3,8
45,25,0,25,0,3,8
46,1,0,0,1,3,8
47,5,0,4,1,3,8
48,38,0,20,18,3,8
49,2,0,2,0,3,8
0,18,0,15,3,5,1
2,1,0,1,0,5,1
3,10,1,5,4,5,1
4,41,3,37,1,5,1
8,29,9,9,11,5,1
9,30,2,26,2,5,1
11,2,0,2,0,5,1
12,59,12,12,35,5,1
13,25,2,19,4,5,1
14,1,0,0,1,5,1
15,2,1,1,0,5,1
16,50,1,36,13,5,1
17,29,0,8,21,5,1
21,11,3,1,7,5,1
23,15,0,6,9,5,1
24,3,0,0,3,5,1
31,4,1,3,0,5,1
32,4,0,4,0,5,1
34,45,11,25,9,5,1
35,2,0,1,1,5,1
36,1,0,1,0,5,1
37,4,0,4,0,5,1
39,23,0,23,0,5,1
41,8,0,7,1,5,1
42,60,3,15,42,5,1
45,11,0,11,0,5,1
47,10,0,10,0,5,1
48,12,3,3,6,5,1
0,4,0,3,1,2,9
2,13,0,8,5,2,9
3,8,2,2,4,2,9
4,12,0,12,0,2,9
5,3,0,2,1,2,9
7,1,0,1,0,2,9
8,7,2,5,0,2,9
9,12,0,12,0,2,9
11,2,0,1,1,2,9
12,55,16,35,4,2,9
13,31,4,26,1,2,9
15,36,10,19,7,2,9
16,7,0,7,0,2,9
17,14,5,9,0,2,9
19,7,0,7,0,2,9
20,1,0,1,0,2,9
21,11,2,9,0,2,9
22,19,10,8,1,2,9
23,13,3,3,7,2,9
24,36,20,15,1,2,9
26,5,1,2,2,2,9
29,2,0,2,0,2,9
30,2,0,1,1,2,9
31,14,0,14,0,2,9
32,4,0,4,0,2,9
33,6,4,2,0,2,9
34,40,19,18,3,2,9
35,84,21,48,15,2,9
36,2,0,2,0,2,9
37,40,11,29,0,2,9
40,19,7,8,4,2,9
41,7,3,3,1,2,9
42,72,6,60,6,2,9
43,6,0,6,0,2,9
44,5,0,5,0,2,9
45,26,0,26,0,2,9
46,4,0,4,0,2,9
0,59,4,51,4,0,4
2,1,1,0,0,0,4
3,104,17,76,11,0,4
4,10,1,5,4,0,4
5,84,22,8,54,0,4
7,17,0,16,1,0,4
8,70,1,60,9,0,4
9,57,1,52,4,0,4
11,14,3,9,2,0,4
12,218,20,146,52,0,4
13,191,14,145,32,0,4
14,89,27,37,25,0,4
15,469,87,185,197,0,4
16,64,0,49,15,0,4
17,95,25,63,7,0,4
18,1,0,1,0,0,4
19,89,3,80,6,0,4
20,3,0,3,0,0,4
21,27,1,22,4,0,4
22,20,5,8,7,0,4
23,49,2,46,1,0,4
24,257,43,150,64,0,4
25,15,0,6,9,0,4
26,185,30,30,125,0,4
27,1,1,0,0,0,4
29,28,1,18,9,0,4
30,47,11,18,18,0,4
31,63,0,55,8,0,4
32,173,4,102,67,0,4
33,40,3,17,20,0,4
34,187,35,115,37,0,4
35,293,63,127,103,0,4
36,1,1,0,0,0,4
37,322,16,214,92,0,4
38,2,0,2,0,0,4
39,27,0,20,7,0,4
40,12,0,2,10,0,4
41,41,3,25,13,0,4
42,654,109,202,343,0,4
43,3,0,3,0,0,4
44,1,0,1,0,0,4
45,180,1,157,22,0,4
46,1,0,0,1,0,4
47,106,0,81,25,0,4
48,10,0,8,2,0,4
49,25,1,1,23,0,4
0,144,0,129,15,3,5
2,16,2,13,1,3,5
3,20,0,19,1,3,5
4,3,0,3,0,3,5
5,106,17,22,67,3,5
6,2,0,1,1,3,5
7,3,0,3,0,3,5
8,109,4,98,7,3,5
9,201,0,175,26,3,5
11,20,0,2,18,3,5
12,132,1,116,15,3,5
13,94,2,82,10,3,5
14,62,2,39,21,3,5
15,249,20,150,79,3,5
16,162,0,160,2,3,5
17,37,1,26,10,3,5
18,10,0,3,7,3,5
19,69,1,60,8,3,5
21,52,0,41,11,3,5
22,244,11,156,77,3,5
23,56,2,48,6,3,5
24,93,1,80,12,3,5
25,61,0,47,14,3,5
26,359,11,149,199,3,5
27,6,0,6,0,3,5
28,5,0,1,4,3,5
29,15,1,14,0,3,5
30,37,1,17,19,3,5
31,50,0,40,10,3,5
32,190,2,166,22,3,5
33,150,8,94,48,3,5
34,349,16,306,27,3,5
35,74,0,55,19,3,5
36,1,1,0,0,3,5
37,109,0,99,10,3,5
38,1,0,1,0,3,5
39,181,1,170,10,3,5
40,276,6,181,89,3,5
41,69,1,56,12,3,5
42,131,0,112,19,3,5
43,54,1,52,1,3,5
44,1,0,0,1,3,5
45,325,2,310,13,3,5
46,14,0,8,6,3,5
47,186,0,169,17,3,5
48,110,12,78,20,3,5
49,44,1,15,28,3,5
0,92,0,89,3,1,6
2,13,4,9,0,1,6
3,21,1,20,0,1,6
4,5,0,0,5,1,6
5,131,18,54,59,1,6
6,17,0,14,3,1,6
7,12,0,12,0,1,6
8,61,2,57,2,1,6
9,112,0,96,16,1,6
11,12,0,12,0,1,6
12,188,12,154,22,1,6
13,117,2,107,8,1,6
14,118,0,74,44,1,6
15,200,3,142,55,1,6
16,74,0,72,2,1,6
17,13,0,12,1,1,6
18,48,2,40,6,1,6
19,98,0,89,9,1,6
20,57,0,56,1,1,6
21,90,0,87,3,1,6
22,251,23,155,73,1,6
23,37,1,36,0,1,6
24,43,1,35,7,1,6
25,149,1,84,64,1,6
26,306,18,205,83,1,6
27,7,0,7,0,1,6
28,38,0,27,11,1,6
29,89,0,75,14,1,6
30,37,2,26,9,1,6
31,154,2,147,5,1,6
32,151,0,139,12,1,6
33,203,5,132,66,1,6
34,134,0,131,3,1,6
35,160,0,133,27,1,6
36,2,0,1,1,1,6
37,197,0,183,14,1,6
38,5,0,4,1,1,6
39,35,0,34,1,1,6
40,317,4,195,118,1,6
41,84,0,83,1,1,6
42,68,5,53,10,1,6
43,13,0,13,0,1,6
44,15,0,14,1,1,6
45,198,0,188,10,1,6
47,53,0,52,1,1,6
48,110,9,87,14,1,6
49,76,1,22,53,1,6
3,30,3,17,10,4,1
4,5,2,3,0,4,1
5,1,0,1,0,4,1
8,1,1,0,0,4,1
9,3,1,2,0,4,1
12,42,5,32,5,4,1
13,20,2,16,2,4,1
15,28,2,22,4,4,1
16,13,0,12,1,4,1
17,9,3,6,0,4,1
23,24,11,13,0,4,1
24,65,3,55,7,4,1
29,6,1,1,4,4,1
31,2,0,2,0,4,1
32,1,0,1,0,4,1
34,25,5,14,6,4,1
35,76,10,53,13,4,1
37,11,0,11,0,4,1
40,2,0,2,0,4,1
41,24,4,13,7,4,1
42,57,2,49,6,4,1
45,1,0,1,0,4,1
0,62,20,39,3,3,10
3,46,19,24,3,3,10
4,4,1,3,0,3,10
5,1,0,1,0,3,10
8,19,0,18,1,3,10
9,19,2,17,0,3,10
12,35,1,32,2,3,10
14,5,0,3,2,3,10
15,1,0,0,1,3,10
16,7,0,0,7,3,10
17,36,7,25,4,3,10
18,2,0,2,0,3,10
19,2,0,2,0,3,10
21,1,0,1,0,3,10
23,63,25,27,11,3,10
24,5,0,5,0,3,10
28,4,0,4,0,3,10
31,3,0,3,0,3,10
34,4,0,3,1,3,10
35,21,11,8,2,3,10
37,15,0,11,4,3,10
41,4,0,1,3,3,10
42,55,30,10,15,3,10
45,4,1,3,0,3,10
46,8,0,8,0,3,10
47,3,0,3,0,3,10
48,25,0,19,6,3,10
0,127,6,117,4,2,4
3,89,4,62,23,2,4
4,1,0,1,0,2,4
5,121,24,36,61,2,4
6,7,0,7,0,2,4
7,2,0,2,0,2,4
8,18,0,16,2,2,4
9,95,7,86,2,2,4
11,7,0,7,0,2,4
12,50,14,19,17,2,4
13,2,0,2,0,2,4
14,6,1,1,4,2,4
15,237,32,82,123,2,4
16,20,6,13,1,2,4
17,81,17,55,9,2,4
18,5,0,4,1,2,4
19,41,3,37,1,2,4
20,5,0,5,0,2,4
21,14,0,12,2,2,4
22,12,8,2,2,2,4
23,171,44,121,6,2,4
24,62,3,49,10,2,4
25,7,0,4,3,2,4
26,117,16,36,65,2,4
27,6,0,4,2,2,4
28,15,0,15,0,2,4
29,28,0,28,0,2,4
30,95,13,26,56,2,4
31,42,0,42,0,2,4
32,57,1,37,19,2,4
33,3,1,1,1,2,4
34,3,0,3,0,2,4
35,101,7,43,51,2,4
37,62,2,57,3,2,4
39,74,7,54,13,2,4
40,48,8,37,3,2,4
41,106,19,84,3,2,4
42,581,42,221,318,2,4
43,14,0,11,3,2,4
44,10,0,10,0,2,4
45,135,2,128,5,2,4
46,2,0,2,0,2,4
47,8,1,7,0,2,4
48,33,0,18,15,2,4
49,17,1,11,5,2,4
0,9,0,8,1,4,8
2,15,1,12,2,4,8
3,23,0,21,2,4,8
4,5,0,5,0,4,8
5,2,0,2,0,4,8
6,17,0,16,1,4,8
7,6,1,3,2,4,8
8,43,2,36,5,4,8
9,46,0,37,9,4,8
11,3,0,3,0,4,8
12,10,0,8,2,4,8
13,3,0,0,3,4,8
14,7,2,1,4,4,8
15,64,3,20,41,4,8
16,16,0,7,9,4,8
17,54,0,52,2,4,8
18,6,0,6,0,4,8
19,61,0,49,12,4,8
20,40,0,37,3,4,8
21,3,0,3,0,4,8
22,44,3,32,9,4,8
23,39,0,34,5,4,8
24,75,0,42,33,4,8
25,6,0,4,2,4,8
26,63,0,21,42,4,8
27,15,0,14,1,4,8
28,20,0,14,6,4,8
29,41,0,30,11,4,8
30,23,0,15,8,4,8
31,90,0,81,9,4,8
32,53,1,47,5,4,8
33,23,0,20,3,4,8
35,86,0,40,46,4,8
36,2,0,1,1,4,8
37,81,0,73,8,4,8
38,1,0,1,0,4,8
39,48,0,41,7,4,8
40,48,5,28,15,4,8
41,15,0,12,3,4,8
42,202,1,138,63,4,8
43,11,2,8,1,4,8
44,9,0,8,1,4,8
45,101,0,85,16,4,8
46,3,0,3,0,4,8
47,18,0,14,4,4,8
48,3,1,1,1,4,8
49,24,0,2,22,4,8
0,50,11,37,2,0,11
2,3,0,0,3,0,11
3,7,0,6,1,0,11
4,2,1,0,1,0,11
6,1,0,0,1,0,11
8,11,2,9,0,0,11
9,17,6,11,0,0,11
15,1,0,1,0,0,11
17,22,10,10,2,0,11
18,1,0,1,0,0,11
20,1,0,0,1,0,11
23,82,41,27,14,0,11
24,8,1,7,0,0,11
25,1,0,1,0,0,11
35,5,1,4,0,0,11
36,2,0,2,0,0,11
41,15,0,15,0,0,11
42,1,0,1,0,0,11
0,1,1,0,0,4,10
2,1,1,0,0,4,10
4,1,0,1,0,4,10
8,5,0,5,0,4,10
17,11,7,3,1,4,10
21,3,0,0,3,4,10
23,24,9,14,1,4,10
32,1,0,1,0,4,10
36,1,1,0,0,4,10
37,1,0,1,0,4,10
39,1,1,0,0,4,10
42,1,0,0,1,4,10
0,127,23,93,11,0,3
3,32,3,18,11,0,3
4,3,1,2,0,0,3
5,12,0,11,1,0,3
6,2,0,1,1,0,3
7,14,1,13,0,0,3
8,113,2,107,4,0,3
9,145,11,127,7,0,3
11,1,0,1,0,0,3
12,17,2,3,12,0,3
13,13,0,11,2,0,3
14,18,0,10,8,0,3
15,128,6,63,59,0,3
16,21,2,18,1,0,3
17,162,19,105,38,0,3
19,63,2,61,0,0,3
20,16,0,14,2,0,3
22,5,0,0,5,0,3
23,235,71,149,15,0,3
24,109,40,42,27,0,3
25,2,0,2,0,0,3
26,30,0,12,18,0,3
27,1,0,1,0,0,3
29,26,0,26,0,0,3
30,5,0,1,4,0,3
31,27,1,22,4,0,3
32,225,17,201,7,0,3
34,66,7,56,3,0,3
35,95,21,45,29,0,3
37,107,14,79,14,0,3
39,106,6,99,1,0,3
40,1,0,1,0,0,3
41,19,0,14,5,0,3
42,343,34,140,169,0,3
43,4,0,3,1,0,3
45,185,19,163,3,0,3
46,1,0,1,0,0,3
47,47,0,40,7,0,3
48,3,0,1,2,0,3
49,8,1,6,1,0,3
0,16,0,16,0,0,8
2,49,4,37,8,0,8
3,10,0,9,1,0,8
4,12,1,10,1,0,8
5,49,4,15,30,0,8
6,6,1,4,1,0,8
7,1,0,0,1,0,8
8,9,0,9,0,0,8
9,39,0,34,5,0,8
11,9,0,5,4,0,8
12,50,2,29,19,0,8
13,14,0,13,1,0,8
14,81,6,54,21,0,8
15,54,3,18,33,0,8
17,11,1,9,1,0,8
18,4,0,0,4,0,8
19,4,0,4,0,0,8
20,5,0,5,0,0,8
21,51,0,41,10,0,8
22,98,4,68,26,0,8
23,13,0,13,0,0,8
24,26,0,5,21,0,8
25,18,0,11,7,0,8
26,105,2,28,75,0,8
27,8,0,7,1,0,8
29,5,0,5,0,0,8
30,8,0,3,5,0,8
31,17,1,14,2,0,8
32,49,33,9,7,0,8
33,79,0,36,43,0,8
34,48,0,41,7,0,8
35,15,0,13,2,0,8
36,4,1,2,1,0,8
37,37,0,32,5,0,8
39,25,3,18,4,0,8
40,66,6,30,30,0,8
41,14,0,13,1,0,8
42,32,4,25,3,0,8
43,5,0,4,1,0,8
44,1,0,0,1,0,8
45,77,0,73,4,0,8
46,1,0,0,1,0,8
47,3,0,3,0,0,8
48,39,2,29,8,0,8
49,29,9,8,12,0,8
0,39,14,23,2,3,1
3,15,1,14,0,3,1
4,1,0,1,0,3,1
7,1,0,1,0,3,1
9,6,0,6,0,3,1
16,13,1,12,0,3,1
17,1,0,1,0,3,1
23,21,0,18,3,3,1
24,4,0,4,0,3,1
25,1,0,1,0,3,1
29,9,0,9,0,3,1
31,2,0,2,0,3,1
32,1,0,1,0,3,1
35,3,0,3,0,3,1
37,2,0,2,0,3,1
39,3,0,3,0,3,1
41,13,0,12,1,3,1
42,20,0,8,12,3,1
49,1,0,1,0,3,1
0,27,13,9,5,3,9
2,28,2,20,6,3,9
3,37,0,5,32,3,9
4,4,1,3,0,3,9
5,3,0,1,2,3,9
8,8,4,2,2,3,9
9,3,1,2,0,3,9
12,2,0,2,0,3,9
14,4,0,4,0,3,9
15,2,0,1,1,3,9
16,5,0,5,0,3,9
17,9,0,5,4,3,9
18,3,0,3,0,3,9
19,1,0,1,0,3,9
21,2,0,2,0,3,9
22,5,0,4,1,3,9
23,37,7,12,18,3,9
24,4,0,0,4,3,9
26,20,0,18,2,3,9
28,5,0,5,0,3,9
30,2,0,0,2,3,9
31,2,0,2,0,3,9
32,3,0,2,1,3,9
34,1,0,0,1,3,9
35,15,0,8,7,3,9
36,2,2,0,0,3,9
37,1,0,1,0,3,9
40,4,0,2,2,3,9
41,13,0,13,0,3,9
42,59,3,48,8,3,9
43,4,0,0,4,3,9
45,5,0,0,5,3,9
48,27,13,14,0,3,9
0,88,9,72,7,1,2
2,1,0,1,0,1,2
3,38,8,13,17,1,2
4,2,1,1,0,1,2
8,27,6,21,0,1,2
9,41,1,40,0,1,2
12,37,8,9,20,1,2
13,38,1,17,20,1,2
14,25,11,4,10,1,2
15,6,0,0,6,1,2
16,64,4,41,19,1,2
17,9,0,4,5,1,2
19,17,0,17,0,1,2
20,3,0,0,3,1,2
23,67,4,36,27,1,2
24,79,6,9,64,1,2
25,2,0,2,0,1,2
26,7,0,0,7,1,2
29,7,0,7,0,1,2
30,6,4,2,0,1,2
31,24,0,22,2,1,2
32,1,0,1,0,1,2
33,3,0,1,2,1,2
34,37,0,19,18,1,2
35,26,2,10,14,1,2
37,42,0,28,14,1,2
38,1,0,0,1,1,2
39,4,0,3,1,1,2
41,95,14,71,10,1,2
42,76,20,23,33,1,2
44,1,0,1,0,1,2
45,8,0,8,0,1,2
46,3,1,2,0,1,2
47,10,0,8,2,1,2
48,2,1,1,0,1,2
0,76,0,76,0,0,7
2,17,0,16,1,0,7
3,36,1,33,2,0,7
4,7,0,5,2,0,7
5,97,14,18,65,0,7
6,21,0,21,0,0,7
7,20,0,16,4,0,7
8,16,1,15,0,0,7
9,82,0,77,5,0,7
11,10,0,3,7,0,7
12,91,2,80,9,0,7
13,80,1,75,4,0,7
14,58,5,49,4,0,7
15,339,8,241,90,0,7
16,46,0,42,4,0,7
17,1,0,1,0,0,7
18,12,1,9,2,0,7
19,88,0,81,7,0,7
20,45,0,40,5,0,7
21,48,1,40,7,0,7
22,92,15,38,39,0,7
23,8,1,6,1,0,7
24,134,0,112,22,0,7
25,89,1,43,45,0,7
26,168,6,91,71,0,7
27,5,0,5,0,0,7
28,18,0,16,2,0,7
29,70,3,62,5,0,7
30,11,0,5,6,0,7
31,263,2,233,28,0,7
32,186,1,175,10,0,7
33,85,1,22,62,0,7
34,157,1,141,15,0,7
35,94,2,73,19,0,7
36,12,0,6,6,0,7
37,178,0,156,22,0,7
38,5,0,5,0,0,7
39,70,0,60,10,0,7
40,182,3,86,93,0,7
41,67,0,63,4,0,7
42,89,0,68,21,0,7
43,6,0,6,0,0,7
44,11,1,10,0,0,7
45,273,1,255,17,0,7
46,6,0,3,3,0,7
47,50,0,43,7,0,7
48,71,1,51,19,0,7
49,75,2,21,52,0,7
0,99,19,62,18,3,3
3,139,21,59,59,3,3
4,2,1,1,0,3,3
5,18,0,18,0,3,3
6,1,0,1,0,3,3
7,1,0,0,1,3,3
8,77,5,49,23,3,3
9,119,48,54,17,3,3
11,1,0,1,0,3,3
12,45,6,20,19,3,3
13,12,1,11,0,3,3
14,97,11,52,34,3,3
15,200,25,94,81,3,3
16,77,13,61,3,3,3
17,70,7,56,7,3,3
21,10,0,8,2,3,3
22,61,4,12,45,3,3
23,222,36,144,42,3,3
24,79,1,27,51,3,3
26,143,10,72,61,3,3
29,4,0,3,1,3,3
30,6,0,1,5,3,3
31,11,1,10,0,3,3
32,54,0,42,12,3,3
33,5,1,2,2,3,3
34,10,1,9,0,3,3
35,76,1,22,53,3,3
36,1,0,1,0,3,3
37,7,0,7,0,3,3
39,85,20,54,11,3,3
40,70,2,17,51,3,3
41,59,0,53,6,3,3
42,195,11,81,103,3,3
43,3,0,3,0,3,3
45,32,1,20,11,3,3
46,5,0,5,0,3,3
47,1,0,1,0,3,3
48,19,0,5,14,3,3
49,5,0,2,3,3,3
